token,idade,genero,raca_cor_etnia,pcd,uf_onde_mora,vive_no_brasil,pais_onde_mora,nivel_de_ensino,area_de_formacao,situacao_de_trabalho,setor,cargo_atual,nivel_profissional,faixa_salarial,tempo_experiencia_dados,modelo_trabalho_atual,modelo_trabalho_ideal
fhb36x580uzet8lhfhb31hnyd4mz8rw9,20,Feminino,Branca,Não,GO,True,Brasil,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Somente Estudante (graduação),Não informado,Estudante,Não informado,Não informado,Não informado,Não informado,Não informado
84co185undxylnyv02lx84c2iewhabve,20,Masculino,Branca,Não,RS,True,Brasil,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Tecnologia/Fábrica de Software,Analista de Dados/Data Analyst,Júnior,de R$ 8.001/mês a R$ 12.000/mês,Menos de 1 ano,Modelo híbrido com dias fixos de trabalho presencial,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
o8cjlld5xmfc2avowo8cj68758rikoqh,20,Masculino,Branca,Não,SP,True,Brasil,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Estagiário,Tecnologia/Fábrica de Software,Cientista de Dados/Data Scientist,Júnior,de R$ 3.001/mês a R$ 4.000/mês,Menos de 1 ano,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
ggpw3ffty64ko1ubxo0iggpw3fm7kg1y,20,Feminino,Branca,Não,DF,True,Brasil,Estudante de Graduação,Outra opção,Estagiário,Internet/Ecommerce,Outra Opção,Júnior,Menos de R$ 1.000/mês,Não tenho experiência na área de dados,Modelo 100% presencial,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
627k507gtejnh9tn2p32627k50ydmgl9,20,Masculino,Branca,Não,SP,True,Brasil,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Estagiário,Área da Saúde,Engenheiro de Dados/Data Engineer/Data Architect,Júnior,de R$ 2.001/mês a R$ 3.000/mês,Não tenho experiência na área de dados,Modelo 100% remoto,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
ucbc1vzyiaawl6uu559jbucbc1vw9rkw,20,Feminino,Parda,Não,SP,True,Brasil,Estudante de Graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Outra Opção,Outra Opção,Júnior,de R$ 2.001/mês a R$ 3.000/mês,Menos de 1 ano,Modelo 100% presencial,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
yepy6hrr56byeef0kbvgxtworafefcjy,20,Masculino,Branca,Não,SP,True,Brasil,Estudante de Graduação,Outras Engenharias (não incluir engenharia de software ou TI),Estagiário,Finanças ou Bancos,Outra Opção,Júnior,de R$ 3.001/mês a R$ 4.000/mês,Menos de 1 ano,Modelo 100% presencial,Modelo híbrido com dias fixos de trabalho presencial
ny41dk1x7bcmsy5bny432tssnj51sxxj,20,Masculino,Branca,Não,SP,True,Brasil,Estudante de Graduação,Outras Engenharias (não incluir engenharia de software ou TI),Estagiário,Finanças ou Bancos,Outra Opção,Júnior,de R$ 3.001/mês a R$ 4.000/mês,Não tenho experiência na área de dados,Modelo 100% presencial,Modelo híbrido com dias fixos de trabalho presencial
wqrjhnedol3j7gbxwqrjhy75p32hioqv,20,Feminino,Branca,Não,PR,True,Brasil,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Educação,Outra Opção,Júnior,de R$ 1.001/mês a R$ 2.000/mês,Não tenho experiência na área de dados,Modelo 100% presencial,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
pvwoyfuhx0tn6rgs9pvwoyfuhcod23fs,20,Masculino,Branca,Não,PR,True,Brasil,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Estagiário,Varejo,Engenheiro de Dados/Data Engineer/Data Architect,Júnior,de R$ 2.001/mês a R$ 3.000/mês,de 1 a 2 anos,Modelo 100% remoto,Modelo 100% remoto
qjlqd88ivd81mf28lxz9qjlqdrir3jvu,20,Masculino,Branca,Não,RS,True,Brasil,Estudante de Graduação,Ciências Biológicas/ Farmácia/ Medicina/ Área da Saúde,Estagiário,Outra Opção,Professor/Pesquisador,Júnior,Menos de R$ 1.000/mês,Menos de 1 ano,Modelo híbrido com dias fixos de trabalho presencial,Modelo híbrido com dias fixos de trabalho presencial
dsd4jydy3qq6rqxoh99tdsdsnsf0lk3a,20,Masculino,Branca,Não,PR,True,Brasil,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Finanças ou Bancos,Analista de BI/BI Analyst,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 1 a 2 anos,Modelo 100% presencial,Modelo híbrido com dias fixos de trabalho presencial
9ovstl5qy4rrz1u9ov27uocmi32z94qx,20,Masculino,Parda,Não,BA,True,Brasil,Estudante de Graduação,Outra opção,Somente Estudante (graduação),Não informado,Estudante,Não informado,Não informado,Não informado,Não informado,Não informado
i7y15s4tu22325oiz8ndxi7y15saej5t,20,Masculino,Branca,Não,SP,True,Brasil,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Somente Estudante (graduação),Não informado,Estudante,Não informado,Não informado,Não informado,Não informado,Não informado
qzmtcyer56uzd1kdtbqzmtc73ii8uhfq,20,Masculino,Parda,Não,AP,True,Brasil,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Servidor Público,Setor Público,Analista de Dados/Data Analyst,Júnior,Menos de R$ 1.000/mês,Não tenho experiência na área de dados,Modelo 100% remoto,Modelo 100% remoto
5baoo1fr5nj8lr8gcfmi45baoo16p5m3,20,Masculino,Branca,Não,GO,True,Brasil,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Tecnologia/Fábrica de Software,Engenheiro de Machine Learning/ML Engineer/AI Engineer,Júnior,de R$ 3.001/mês a R$ 4.000/mês,de 1 a 2 anos,Modelo 100% presencial,Modelo 100% remoto
8jp628qq3uylb6a28jp628uygt14uhfs,20,Masculino,Branca,Não,PB,True,Brasil,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Somente Estudante (graduação),Não informado,Estudante,Não informado,Não informado,Não informado,Não informado,Não informado
hgbljztvs9hlbi5iuhgblj4cu6iy25b9,20,Masculino,Branca,Não,SP,True,Brasil,Estudante de Graduação,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Somente Estudante (graduação),Não informado,Estudante,Não informado,Não informado,Não informado,Não informado,Não informado
0j6k02l5iu3u6e0j6k02rr637kuou7ju,20,Feminino,Branca,Não,RJ,True,Brasil,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Indústria,Analista de Dados/Data Analyst,Júnior,de R$ 3.001/mês a R$ 4.000/mês,de 1 a 2 anos,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
g10g99h7qs3p8gzmr3fwxg10g99ti632,20,Feminino,Parda,Não,DF,True,Brasil,Doutorado ou Phd,Outra opção,Prefiro não informar,Tecnologia/Fábrica de Software,Outra Opção,Júnior,Menos de R$ 1.000/mês,Não tenho experiência na área de dados,Modelo 100% remoto,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
zfgsgo9dngdrt38vtrzzfgsgosa5h62t,20,Masculino,Branca,Não,SP,True,Brasil,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Varejo,Engenheiro de Dados/Data Engineer/Data Architect,Júnior,de R$ 3.001/mês a R$ 4.000/mês,de 1 a 2 anos,Modelo 100% remoto,Modelo 100% remoto
uc4kmb6a6h5wqcxp7uc4kmb6tb7ipytm,20,Masculino,Preta,Não,CE,True,Brasil,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Somente Estudante (graduação),Não informado,Estudante,Não informado,Não informado,Não informado,Não informado,Não informado
gf2mpz52trct07pu7clgf2mdwwimtj4y,20,Masculino,Preta,Não,SP,True,Brasil,Estudante de Graduação,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Estagiário,Filantropia/ONG's,Analista de Dados/Data Analyst,Júnior,de R$ 2.001/mês a R$ 3.000/mês,Menos de 1 ano,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
y5c930cf1lyh9iy8dy5c930jyu89i5ql,20,Masculino,Branca,Não,SP,True,Brasil,Graduação/Bacharelado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Estagiário,Finanças ou Bancos,Analista de Dados/Data Analyst,Júnior,de R$ 3.001/mês a R$ 4.000/mês,de 1 a 2 anos,Modelo 100% remoto,Modelo 100% remoto
tlo25iouw52qi5ksh3nstlo2x6rjo5bx,20,Feminino,Branca,Não,MG,True,Brasil,Estudante de Graduação,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Estagiário,Finanças ou Bancos,Analista de Dados/Data Analyst,Júnior,de R$ 2.001/mês a R$ 3.000/mês,de 1 a 2 anos,Modelo híbrido com dias fixos de trabalho presencial,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
y8f9xo0y1whmlxdiy8f3onmcc8apamj8,20,Masculino,Parda,Não,PR,True,Brasil,Estudante de Graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Indústria,Analista de BI/BI Analyst,Júnior,de R$ 3.001/mês a R$ 4.000/mês,de 1 a 2 anos,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Modelo 100% remoto
90rtkgd4ukq12a8rbto90rkpoastrjla,20,Masculino,Parda,Não,CE,True,Brasil,Graduação/Bacharelado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Estagiário,Finanças ou Bancos,Analista de BI/BI Analyst,Júnior,de R$ 1.001/mês a R$ 2.000/mês,de 1 a 2 anos,Modelo 100% presencial,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
j60hkdwhgwhp9dqmw0ij60fscnw6khez,21,Masculino,Branca,Não,SP,True,Brasil,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Varejo,Analista de Dados/Data Analyst,Júnior,de R$ 3.001/mês a R$ 4.000/mês,Menos de 1 ano,Modelo 100% presencial,Modelo 100% remoto
z85zh0zc382s75r81oxz85zh0s3b52lc,21,Feminino,Branca,Não,SP,True,Brasil,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Finanças ou Bancos,Cientista de Dados/Data Scientist,Júnior,de R$ 6.001/mês a R$ 8.000/mês,de 3 a 4 anos,Modelo híbrido com dias fixos de trabalho presencial,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
dr06f3alc2ggytdr0sxo601qf5w0sphc,21,Masculino,Parda,Não,CE,True,Brasil,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Estagiário,Outra Opção,Analista de BI/BI Analyst,Júnior,de R$ 1.001/mês a R$ 2.000/mês,de 3 a 4 anos,Modelo 100% remoto,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
0cbfyhslu7x4ebd0cbfyh2g643z5bftq,21,Feminino,Preta,Não,GO,True,Brasil,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empreendedor ou Empregado (CNPJ),Área da Saúde,Analista de Negócios/Business Analyst,Pleno,de R$ 4.001/mês a R$ 6.000/mês,de 3 a 4 anos,Modelo 100% remoto,Modelo 100% remoto
uh0rbkbjz42t28k8qzkuh0rbkbs54fml,21,Masculino,Parda,Não,SP,True,Brasil,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Somente Estudante (graduação),Não informado,Estudante,Não informado,Não informado,Não informado,Não informado,Não informado
bi6v5tcq85ksarefeqbi6v5tcqqq8jak,21,Feminino,Branca,Não,RJ,True,Brasil,Estudante de Graduação,Outras Engenharias (não incluir engenharia de software ou TI),Empreendedor ou Empregado (CNPJ),Área de Consultoria,Analista de Negócios/Business Analyst,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 1 a 2 anos,Modelo 100% remoto,Modelo 100% remoto
m6cq7qpgl1ud0lryrgsm6cq7mk0dj86c,21,Masculino,Parda,Não,SP,True,Brasil,Estudante de Graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Somente Estudante (graduação),Não informado,Estudante,Não informado,Não informado,Não informado,Não informado,Não informado
m7yze7aj89bb9h9ahm7yzxk13jdtqmyc,21,Masculino,Parda,Não,SP,True,Brasil,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Marketing,Analista de Dados/Data Analyst,Júnior,de R$ 2.001/mês a R$ 3.000/mês,de 1 a 2 anos,Modelo 100% remoto,Modelo 100% remoto
of3vm3rvip8bkoa3a2mof3vmiv1da5b7,21,Masculino,Parda,Não,SP,True,Brasil,Graduação/Bacharelado,Outra opção,Estagiário,Marketing,Analista de BI/BI Analyst,Júnior,de R$ 1.001/mês a R$ 2.000/mês,Não tenho experiência na área de dados,Modelo 100% remoto,Modelo 100% remoto
nk6nkoacgzomynuianwnk6nkkabfpqjm,21,Masculino,Branca,Não,SP,True,Brasil,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Estagiário,Finanças ou Bancos,Analista de Dados/Data Analyst,Júnior,de R$ 1.001/mês a R$ 2.000/mês,Menos de 1 ano,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Modelo 100% remoto
p3wogph0q7uv8x6r7addp3wog2glxeoa,21,Masculino,Branca,Não,MG,True,Brasil,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Estagiário,Tecnologia/Fábrica de Software,Engenheiro de Machine Learning/ML Engineer/AI Engineer,Júnior,de R$ 2.001/mês a R$ 3.000/mês,de 1 a 2 anos,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
todrbkylqoj15wntodo54il3lp9xa46e,21,Masculino,Preta,Não,RJ,True,Brasil,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Estagiário,Seguros ou Previdência,Analytics Engineer,Júnior,de R$ 2.001/mês a R$ 3.000/mês,Menos de 1 ano,Modelo híbrido com dias fixos de trabalho presencial,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
ojlormxnd1spiojlozy47qzg1hrlzy41,21,Masculino,Branca,Não,SP,True,Brasil,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Estagiário,Tecnologia/Fábrica de Software,Analista de Negócios/Business Analyst,Júnior,de R$ 2.001/mês a R$ 3.000/mês,de 3 a 4 anos,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
s83sfofeg3ma8qs83s4z2d1h5gfzutpt,21,Feminino,Branca,Não,SP,True,Brasil,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Tecnologia/Fábrica de Software,Engenheiro de Dados/Data Engineer/Data Architect,Júnior,de R$ 2.001/mês a R$ 3.000/mês,de 1 a 2 anos,Modelo 100% remoto,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
60d85bmwls3ol18ck560d85pq2l634kx,21,Masculino,Parda,Não,RS,True,Brasil,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Finanças ou Bancos,Analista de BI/BI Analyst,Pleno,de R$ 3.001/mês a R$ 4.000/mês,de 1 a 2 anos,Modelo híbrido com dias fixos de trabalho presencial,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
tami67vl6euoayflxtamy9z6sl6x7er7,21,Feminino,Parda,Não,SP,True,Brasil,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Somente Estudante (graduação),Não informado,Estudante,Não informado,Não informado,Não informado,Não informado,Não informado
19y8ce7jdn9n74a19yap8p6q5p1wfuha,21,Masculino,Parda,Não,SP,True,Brasil,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Outra Opção,Analista de Dados/Data Analyst,Júnior,de R$ 3.001/mês a R$ 4.000/mês,Menos de 1 ano,Modelo 100% presencial,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
92fo091vo3jhrwpi92fo7ftxk8eoonk1,21,Feminino,Branca,Não,SP,True,Brasil,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Estagiário,Indústria,Analista de BI/BI Analyst,Júnior,de R$ 1.001/mês a R$ 2.000/mês,Menos de 1 ano,Modelo 100% remoto,Modelo 100% remoto
